CA_name,YYYYQ_DOC,YYYYQ_DOC
North Park            ,20102,65
North Park            ,20103,85
North Park            ,20104,117
North Park            ,20111,86
North Park            ,20112,71
North Park            ,20113,77
North Park            ,20114,96
North Park            ,20121,86
North Park            ,20122,89
North Park            ,20123,106
North Park            ,20124,114
Northwest Cook        ,20051,9555
Northwest Cook        ,20052,12626
Northwest Cook        ,20053,12890
Northwest Cook        ,20054,10843
Northwest Cook        ,20061,9261
Northwest Cook        ,20062,10761
Northwest Cook        ,20063,10291
Northwest Cook        ,20064,9703
Northwest Cook        ,20071,8679
Northwest Cook        ,20072,9278
Northwest Cook        ,20073,7423
Northwest Cook        ,20074,6634
Northwest Cook        ,20081,7828
Northwest Cook        ,20082,6585
Northwest Cook        ,20083,4029
Northwest Cook        ,20084,3504
Northwest Cook        ,20091,6615
Northwest Cook        ,20092,7850
Northwest Cook        ,20093,5170
Northwest Cook        ,20094,5317
Northwest Cook        ,20101,4240
Northwest Cook        ,20102,4545
Northwest Cook        ,20103,6264
Northwest Cook        ,20104,7396
Northwest Cook        ,20111,4273
Northwest Cook        ,20112,3639
Northwest Cook        ,20113,4653
Northwest Cook        ,20114,5837
Northwest Cook        ,20121,5119
Northwest Cook        ,20122,5343
Northwest Cook        ,20123,6434
Northwest Cook        ,20124,6468
Norwood Park          ,20051,611
Norwood Park          ,20052,813
Norwood Park          ,20053,833
Norwood Park          ,20054,706
Norwood Park          ,20061,683
Norwood Park          ,20062,660
Norwood Park          ,20063,685
Norwood Park          ,20064,629
Norwood Park          ,20071,561
Norwood Park          ,20072,648
Norwood Park          ,20073,477
Norwood Park          ,20074,462
Norwood Park          ,20081,537
Norwood Park          ,20082,454
Norwood Park          ,20083,219
Norwood Park          ,20084,256
Norwood Park          ,20091,497
Norwood Park          ,20092,569
Norwood Park          ,20093,362
Norwood Park          ,20094,375
Norwood Park          ,20101,288
Norwood Park          ,20102,317
Norwood Park          ,20103,434
Norwood Park          ,20104,485
Norwood Park          ,20111,281
Norwood Park          ,20112,274
Norwood Park          ,20113,339
Norwood Park          ,20114,420
Norwood Park          ,20121,352
Norwood Park          ,20122,367
Norwood Park          ,20123,439
Norwood Park          ,20124,491
O'Hare                ,20051,27
O'Hare                ,20052,40
O'Hare                ,20053,37
O'Hare                ,20054,35
O'Hare                ,20061,28
O'Hare                ,20062,30
O'Hare                ,20063,31
O'Hare                ,20064,29
O'Hare                ,20071,28
O'Hare                ,20072,23
O'Hare                ,20073,24
O'Hare                ,20074,15
O'Hare                ,20081,28
O'Hare                ,20082,19
O'Hare                ,20083,8
O'Hare                ,20084,20
O'Hare                ,20091,17
O'Hare                ,20092,30
O'Hare                ,20093,14
O'Hare                ,20094,21
O'Hare                ,20101,15
O'Hare                ,20102,12
O'Hare                ,20103,19
O'Hare                ,20104,26
O'Hare                ,20111,13
O'Hare                ,20112,12
O'Hare                ,20113,19
O'Hare                ,20114,15
O'Hare                ,20121,18
O'Hare                ,20122,13
O'Hare                ,20123,25
O'Hare                ,20124,26
Oakland               ,20051,16
Oakland               ,20052,29
Oakland               ,20053,47
Oakland               ,20054,41
Oakland               ,20061,17
Oakland               ,20062,24
Oakland               ,20063,41
Oakland               ,20064,41
Oakland               ,20071,32
Oakland               ,20072,30
Oakland               ,20073,30
Oakland               ,20074,25
Oakland               ,20081,14
Oakland               ,20082,15
Oakland               ,20083,9
Oakland               ,20084,5
Oakland               ,20091,19
Oakland               ,20092,13
Oakland               ,20093,9
Oakland               ,20094,8
Oakland               ,20101,7
Oakland               ,20102,10
Oakland               ,20103,11
Oakland               ,20104,11
Oakland               ,20111,10
Oakland               ,20112,9
Oakland               ,20113,11
Oakland               ,20114,7
Oakland               ,20121,9
Oakland               ,20122,5
Oakland               ,20123,8
Oakland               ,20124,9
Portage Park          ,20051,696
Portage Park          ,20052,897
Portage Park          ,20053,893
Portage Park          ,20054,886
Portage Park          ,20061,696
Portage Park          ,20062,810
Portage Park          ,20063,731
Portage Park          ,20064,725
Portage Park          ,20071,647
Portage Park          ,20072,623
Portage Park          ,20073,523
Portage Park          ,20074,433
Portage Park          ,20081,443
Portage Park          ,20082,407
Portage Park          ,20083,203
Portage Park          ,20084,235
Portage Park          ,20091,283
Portage Park          ,20092,368
Portage Park          ,20093,262
Portage Park          ,20094,271
Portage Park          ,20101,226
Portage Park          ,20102,245
Portage Park          ,20103,264
Portage Park          ,20104,279
Portage Park          ,20111,210
Portage Park          ,20112,201
Portage Park          ,20113,215
Portage Park          ,20114,262
Portage Park          ,20121,244
Portage Park          ,20122,266
Portage Park          ,20123,322
Portage Park          ,20124,364
Pullman               ,20051,96
Pullman               ,20052,124
Pullman               ,20053,141
Pullman               ,20054,117
Pullman               ,20061,101
Pullman               ,20062,114
Pullman               ,20063,103
Pullman               ,20064,77
Pullman               ,20071,105
Pullman               ,20072,106
Pullman               ,20073,68
Pullman               ,20074,77
Pullman               ,20081,42
Pullman               ,20082,53
Pullman               ,20083,24
Pullman               ,20084,26
Pullman               ,20091,38
Pullman               ,20092,30
Pullman               ,20093,22
Pullman               ,20094,29
Pullman               ,20101,19
Pullman               ,20102,20
Pullman               ,20103,18
Pullman               ,20104,21
Pullman               ,20111,13
Pullman               ,20112,17
Pullman               ,20113,13
Pullman               ,20114,14
Pullman               ,20121,13
Pullman               ,20122,19
Pullman               ,20123,30
Pullman               ,20124,19
Riverdale             ,20051,19
Riverdale             ,20052,32
Riverdale             ,20053,26
Riverdale             ,20054,18
Riverdale             ,20061,21
Riverdale             ,20062,27
Riverdale             ,20063,25
Riverdale             ,20064,32
Riverdale             ,20071,24
Riverdale             ,20072,17
Riverdale             ,20073,22
Riverdale             ,20074,19
Riverdale             ,20081,4
Riverdale             ,20082,5
Riverdale             ,20083,11
Riverdale             ,20084,1
Riverdale             ,20091,4
Riverdale             ,20092,3
Riverdale             ,20093,5
Riverdale             ,20094,2
Riverdale             ,20101,4
Riverdale             ,20102,4
Riverdale             ,20112,2
Riverdale             ,20113,1
Riverdale             ,20121,1
Riverdale             ,20123,1
Riverdale             ,20124,2
Rogers Park           ,20051,114
Rogers Park           ,20052,138
Rogers Park           ,20053,138
Rogers Park           ,20054,128
Rogers Park           ,20061,104
Rogers Park           ,20062,91
Rogers Park           ,20063,116
Rogers Park           ,20064,86
Rogers Park           ,20071,68
Rogers Park           ,20072,102
Rogers Park           ,20073,59
Rogers Park           ,20074,58
Rogers Park           ,20081,62
Rogers Park           ,20082,59
Rogers Park           ,20083,34
Rogers Park           ,20084,43
Rogers Park           ,20091,96
Rogers Park           ,20092,69
Rogers Park           ,20093,45
Rogers Park           ,20094,51
Rogers Park           ,20101,42
Rogers Park           ,20102,43
Rogers Park           ,20103,50
Rogers Park           ,20104,67
Rogers Park           ,20111,49
Rogers Park           ,20112,39
Rogers Park           ,20113,45
Rogers Park           ,20114,47
Rogers Park           ,20121,47
Rogers Park           ,20122,37
Rogers Park           ,20123,50
Rogers Park           ,20124,61
Roseland              ,20051,694
Roseland              ,20052,861
Roseland              ,20053,859
Roseland              ,20054,789
Roseland              ,20061,743
Roseland              ,20062,731
Roseland              ,20063,787
Roseland              ,20064,603
Roseland              ,20071,558
Roseland              ,20072,635
Roseland              ,20073,521
Roseland              ,20074,421
Roseland              ,20081,366
Roseland              ,20082,391
Roseland              ,20083,263
Roseland              ,20084,212
Roseland              ,20091,216
Roseland              ,20092,226
Roseland              ,20093,160
Roseland              ,20094,169
Roseland              ,20101,111
Roseland              ,20102,112
Roseland              ,20103,115
Roseland              ,20104,118
Roseland              ,20111,123
Roseland              ,20112,108
Roseland              ,20113,119
Roseland              ,20114,117
Roseland              ,20121,89
Roseland              ,20122,115
Roseland              ,20123,133
Roseland              ,20124,121
South Chicago         ,20051,280
South Chicago         ,20052,310
South Chicago         ,20053,284
South Chicago         ,20054,289
South Chicago         ,20061,274
South Chicago         ,20062,309
South Chicago         ,20063,305
South Chicago         ,20064,286
South Chicago         ,20071,229
South Chicago         ,20072,204
South Chicago         ,20073,200
South Chicago         ,20074,154
South Chicago         ,20081,122
South Chicago         ,20082,97
South Chicago         ,20083,91
South Chicago         ,20084,96
South Chicago         ,20091,80
South Chicago         ,20092,72
South Chicago         ,20093,61
South Chicago         ,20094,73
South Chicago         ,20101,43
South Chicago         ,20102,55
South Chicago         ,20103,37
South Chicago         ,20104,64
South Chicago         ,20111,37
South Chicago         ,20112,25
South Chicago         ,20113,62
South Chicago         ,20114,33
South Chicago         ,20121,24
South Chicago         ,20122,37
South Chicago         ,20123,40
South Chicago         ,20124,35
South Cook            ,20051,7123
South Cook            ,20052,8402
South Cook            ,20053,9040
South Cook            ,20054,8580
South Cook            ,20061,7132
South Cook            ,20062,8401
South Cook            ,20063,8215
South Cook            ,20064,7826
South Cook            ,20071,6143
South Cook            ,20072,6351
South Cook            ,20073,5096
South Cook            ,20074,4817
South Cook            ,20081,3979
South Cook            ,20082,3722
South Cook            ,20083,2589
South Cook            ,20084,2110
South Cook            ,20091,2305
South Cook            ,20092,2574
South Cook            ,20093,2207
South Cook            ,20094,2090
South Cook            ,20101,1388
South Cook            ,20102,1664
South Cook            ,20103,1562
South Cook            ,20104,1648
South Cook            ,20111,1375
South Cook            ,20112,1333
South Cook            ,20113,1410
South Cook            ,20114,1430
South Cook            ,20121,1476
South Cook            ,20122,1813
South Cook            ,20123,2040
South Cook            ,20124,2135
South Deering         ,20051,200
South Deering         ,20052,248
South Deering         ,20053,232
South Deering         ,20054,255
South Deering         ,20061,285
South Deering         ,20062,230
South Deering         ,20063,237
South Deering         ,20064,243
South Deering         ,20071,175
South Deering         ,20072,199
South Deering         ,20073,148
South Deering         ,20074,130
South Deering         ,20081,106
South Deering         ,20082,106
South Deering         ,20083,86
South Deering         ,20084,89
South Deering         ,20091,75
South Deering         ,20092,74
South Deering         ,20093,59
South Deering         ,20094,53
South Deering         ,20101,56
South Deering         ,20102,38
South Deering         ,20103,38
South Deering         ,20104,37
South Deering         ,20111,30
South Deering         ,20112,21
South Deering         ,20113,32
South Deering         ,20114,27
South Deering         ,20121,25
South Deering         ,20122,36
South Deering         ,20123,34
South Deering         ,20124,38
South Lawndale        ,20051,245
South Lawndale        ,20052,206
South Lawndale        ,20053,242
South Lawndale        ,20054,263
South Lawndale        ,20061,184
South Lawndale        ,20062,202
South Lawndale        ,20063,217
South Lawndale        ,20064,183
South Lawndale        ,20071,164
South Lawndale        ,20072,179
South Lawndale        ,20073,158
South Lawndale        ,20074,116
South Lawndale        ,20081,95
South Lawndale        ,20082,74
South Lawndale        ,20083,42
South Lawndale        ,20084,42
South Lawndale        ,20091,31
South Lawndale        ,20092,32
South Lawndale        ,20093,34
South Lawndale        ,20094,37
South Lawndale        ,20101,22
South Lawndale        ,20102,19
South Lawndale        ,20103,26
South Lawndale        ,20104,24
South Lawndale        ,20111,25
South Lawndale        ,20112,19
South Lawndale        ,20113,14
South Lawndale        ,20114,12
South Lawndale        ,20121,31
South Lawndale        ,20122,31
South Lawndale        ,20123,32
South Lawndale        ,20124,24
South Shore           ,20051,250
South Shore           ,20052,265
South Shore           ,20053,305
South Shore           ,20054,266
South Shore           ,20061,273
South Shore           ,20062,317
South Shore           ,20063,296
South Shore           ,20064,260
South Shore           ,20071,204
South Shore           ,20072,248
South Shore           ,20073,166
South Shore           ,20074,171
South Shore           ,20081,143
South Shore           ,20082,105
South Shore           ,20083,108
South Shore           ,20084,91
South Shore           ,20091,71
South Shore           ,20092,96
South Shore           ,20093,82
South Shore           ,20094,50
South Shore           ,20101,51
South Shore           ,20102,54
South Shore           ,20103,51
South Shore           ,20104,73
South Shore           ,20111,38
South Shore           ,20112,46
South Shore           ,20113,48
South Shore           ,20114,47
South Shore           ,20121,45
South Shore           ,20122,47
South Shore           ,20123,69
South Shore           ,20124,41
Southwest Cook        ,20051,6921
Southwest Cook        ,20052,8944
Southwest Cook        ,20053,9412
Southwest Cook        ,20054,8145
Southwest Cook        ,20061,7048
Southwest Cook        ,20062,8077
Southwest Cook        ,20063,7604
Southwest Cook        ,20064,7379
Southwest Cook        ,20071,6519
Southwest Cook        ,20072,7018
Southwest Cook        ,20073,5590
Southwest Cook        ,20074,4880
Southwest Cook        ,20081,5244
Southwest Cook        ,20082,4815
Southwest Cook        ,20083,3051
Southwest Cook        ,20084,2672
Southwest Cook        ,20091,4478
Southwest Cook        ,20092,5047
Southwest Cook        ,20093,3532
Southwest Cook        ,20094,3565
Southwest Cook        ,20101,2748
Southwest Cook        ,20102,3099
Southwest Cook        ,20103,3688
Southwest Cook        ,20104,4451
Southwest Cook        ,20111,2883
Southwest Cook        ,20112,2453
Southwest Cook        ,20113,2999
Southwest Cook        ,20114,3639
Southwest Cook        ,20121,3278
Southwest Cook        ,20122,3408
Southwest Cook        ,20123,3869
Southwest Cook        ,20124,4053
Uptown                ,20051,58
Uptown                ,20052,82
Uptown                ,20053,86
Uptown                ,20054,63
Uptown                ,20061,50
Uptown                ,20062,68
Uptown                ,20063,57
Uptown                ,20064,69
Uptown                ,20071,66
Uptown                ,20072,65
Uptown                ,20073,43
Uptown                ,20074,37
Uptown                ,20081,53
Uptown                ,20082,52
Uptown                ,20083,38
Uptown                ,20084,27
Uptown                ,20091,64
Uptown                ,20092,43
Uptown                ,20093,41
Uptown                ,20094,43
Uptown                ,20101,33
Uptown                ,20102,38
Uptown                ,20103,53
Uptown                ,20104,69
Uptown                ,20111,26
Uptown                ,20112,29
Uptown                ,20113,53
Uptown                ,20114,56
Uptown                ,20121,57
Uptown                ,20122,41
Uptown                ,20123,71
Uptown                ,20124,49
Washingon Park        ,20051,12
Washingon Park        ,20052,17
Washingon Park        ,20053,9
Washingon Park        ,20054,8
Washingon Park        ,20061,10
Washingon Park        ,20062,13
Washingon Park        ,20063,14
Washingon Park        ,20064,9
Washingon Park        ,20071,8
Washingon Park        ,20072,11
Washingon Park        ,20073,9
Washingon Park        ,20074,9
Washingon Park        ,20081,7
Washingon Park        ,20082,8
Washingon Park        ,20083,4
Washingon Park        ,20084,6
Washingon Park        ,20091,4
Washingon Park        ,20092,1
Washingon Park        ,20093,2
Washingon Park        ,20094,1
Washingon Park        ,20101,2
Washingon Park        ,20102,1
Washingon Park        ,20103,1
Washingon Park        ,20104,1
Washingon Park        ,20111,1
Washingon Park        ,20112,2
Washingon Park        ,20114,1
Washingon Park        ,20121,2
Washingon Park        ,20122,1
Washingon Park        ,20123,1
Washingon Park        ,20124,1
Washington Heights    ,20051,477
Washington Heights    ,20052,507
Washington Heights    ,20053,529
Washington Heights    ,20054,529
Washington Heights    ,20061,458
Washington Heights    ,20062,581
Washington Heights    ,20063,513
Washington Heights    ,20064,405
Washington Heights    ,20071,422
Washington Heights    ,20072,465
Washington Heights    ,20073,345
Washington Heights    ,20074,343
Washington Heights    ,20081,305
Washington Heights    ,20082,250
Washington Heights    ,20083,220
Washington Heights    ,20084,219
Washington Heights    ,20091,150
Washington Heights    ,20092,173
Washington Heights    ,20093,175
Washington Heights    ,20094,136
Washington Heights    ,20101,101
Washington Heights    ,20102,132
Washington Heights    ,20103,95
Washington Heights    ,20104,103
Washington Heights    ,20111,89
Washington Heights    ,20112,111
Washington Heights    ,20113,87
Washington Heights    ,20114,94
Washington Heights    ,20121,94
Washington Heights    ,20122,94
Washington Heights    ,20123,99
Washington Heights    ,20124,134
West Cook             ,20051,8146
West Cook             ,20052,10438
West Cook             ,20053,10613
West Cook             ,20054,9550
West Cook             ,20061,7722
West Cook             ,20062,9206
West Cook             ,20063,8809
West Cook             ,20064,8462
West Cook             ,20071,7226
West Cook             ,20072,7677
West Cook             ,20073,6129
West Cook             ,20074,5262
West Cook             ,20081,5609
West Cook             ,20082,4698
West Cook             ,20083,3036
West Cook             ,20084,2745
West Cook             ,20091,4253
West Cook             ,20092,4954
West Cook             ,20093,3613
West Cook             ,20094,3493
West Cook             ,20101,2852
West Cook             ,20102,3118
West Cook             ,20103,3853
West Cook             ,20104,4427
West Cook             ,20111,2875
West Cook             ,20112,2642
West Cook             ,20113,3129
West Cook             ,20114,3878
West Cook             ,20121,3410
West Cook             ,20122,3901
West Cook             ,20123,4470
West Cook             ,20124,4487
West Elsdon           ,20051,264
West Elsdon           ,20052,332
West Elsdon           ,20053,335
West Elsdon           ,20054,319
West Elsdon           ,20061,253
West Elsdon           ,20062,297
West Elsdon           ,20063,268
West Elsdon           ,20064,226
West Elsdon           ,20071,233
West Elsdon           ,20072,226
West Elsdon           ,20073,182
West Elsdon           ,20074,155
West Elsdon           ,20081,138
West Elsdon           ,20082,104
West Elsdon           ,20083,74
West Elsdon           ,20084,58
West Elsdon           ,20091,64
West Elsdon           ,20092,78
West Elsdon           ,20093,67
West Elsdon           ,20094,73
West Elsdon           ,20101,43
West Elsdon           ,20102,71
West Elsdon           ,20103,45
West Elsdon           ,20104,61
West Elsdon           ,20111,47
West Elsdon           ,20112,60
West Elsdon           ,20113,46
West Elsdon           ,20114,61
West Elsdon           ,20121,64
West Elsdon           ,20122,85
West Elsdon           ,20123,71
West Elsdon           ,20124,78
West Englewood        ,20051,510
West Englewood        ,20052,551
West Englewood        ,20053,555
West Englewood        ,20054,566
West Englewood        ,20061,469
West Englewood        ,20062,528
West Englewood        ,20063,490
West Englewood        ,20064,368
West Englewood        ,20071,354
West Englewood        ,20072,421
West Englewood        ,20073,290
West Englewood        ,20074,241
West Englewood        ,20081,206
West Englewood        ,20082,156
West Englewood        ,20083,163
West Englewood        ,20084,107
West Englewood        ,20091,79
West Englewood        ,20092,85
West Englewood        ,20093,90
West Englewood        ,20094,52
West Englewood        ,20101,40
West Englewood        ,20102,54
West Englewood        ,20103,35
West Englewood        ,20104,37
West Englewood        ,20111,29
West Englewood        ,20112,36
West Englewood        ,20113,34
West Englewood        ,20114,11
West Englewood        ,20121,33
West Englewood        ,20122,38
West Englewood        ,20123,30
West Englewood        ,20124,35
West Garfield         ,20051,28
West Garfield         ,20052,54
West Garfield         ,20053,58
West Garfield         ,20054,52
West Garfield         ,20061,50
West Garfield         ,20062,56
West Garfield         ,20063,52
West Garfield         ,20064,50
West Garfield         ,20071,29
West Garfield         ,20072,40
West Garfield         ,20073,29
West Garfield         ,20074,40
West Garfield         ,20081,28
West Garfield         ,20082,17
West Garfield         ,20083,9
West Garfield         ,20084,19
West Garfield         ,20091,12
West Garfield         ,20092,12
West Garfield         ,20093,21
West Garfield         ,20094,7
West Garfield         ,20101,4
West Garfield         ,20102,4
West Garfield         ,20103,5
West Garfield         ,20104,7
West Garfield         ,20111,1
West Garfield         ,20112,3
West Garfield         ,20113,6
West Garfield         ,20114,2
West Garfield         ,20121,7
West Garfield         ,20122,2
West Garfield         ,20123,8
West Garfield         ,20124,7
West Lawn             ,20051,598
West Lawn             ,20052,693
West Lawn             ,20053,673
West Lawn             ,20054,683
West Lawn             ,20061,509
West Lawn             ,20062,572
West Lawn             ,20063,513
West Lawn             ,20064,455
West Lawn             ,20071,419
West Lawn             ,20072,427
West Lawn             ,20073,295
West Lawn             ,20074,301
West Lawn             ,20081,254
West Lawn             ,20082,204
West Lawn             ,20083,144
West Lawn             ,20084,128
West Lawn             ,20091,132
West Lawn             ,20092,141
West Lawn             ,20093,144
West Lawn             ,20094,140
West Lawn             ,20101,92
West Lawn             ,20102,129
West Lawn             ,20103,102
West Lawn             ,20104,99
West Lawn             ,20111,90
West Lawn             ,20112,114
West Lawn             ,20113,107
West Lawn             ,20114,114
West Lawn             ,20121,113
West Lawn             ,20122,147
West Lawn             ,20123,132
West Lawn             ,20124,153
West Pullman          ,20051,525
West Pullman          ,20052,654
West Pullman          ,20053,614
West Pullman          ,20054,642
West Pullman          ,20061,519
West Pullman          ,20062,645
West Pullman          ,20063,549
West Pullman          ,20064,377
West Pullman          ,20071,455
West Pullman          ,20072,490
West Pullman          ,20073,417
West Pullman          ,20074,335
West Pullman          ,20081,319
West Pullman          ,20082,232
West Pullman          ,20083,184
West Pullman          ,20084,155
West Pullman          ,20091,150
West Pullman          ,20092,149
West Pullman          ,20093,129
West Pullman          ,20094,118
West Pullman          ,20101,88
West Pullman          ,20102,110
West Pullman          ,20103,80
West Pullman          ,20104,92
West Pullman          ,20111,73
West Pullman          ,20112,75
West Pullman          ,20113,72
West Pullman          ,20114,52
West Pullman          ,20121,68
West Pullman          ,20122,69
West Pullman          ,20123,78
West Pullman          ,20124,72
West Ridge            ,20051,368
West Ridge            ,20052,484
West Ridge            ,20053,469
West Ridge            ,20054,435
West Ridge            ,20061,361
West Ridge            ,20062,404
West Ridge            ,20063,384
West Ridge            ,20064,349
West Ridge            ,20071,357
West Ridge            ,20072,342
West Ridge            ,20073,282
West Ridge            ,20074,267
West Ridge            ,20081,305
West Ridge            ,20082,251
West Ridge            ,20083,148
West Ridge            ,20084,127
West Ridge            ,20091,272
West Ridge            ,20092,294
West Ridge            ,20093,188
West Ridge            ,20094,200
West Ridge            ,20101,147
West Ridge            ,20102,190
West Ridge            ,20103,248
West Ridge            ,20104,284
West Ridge            ,20111,145
West Ridge            ,20112,127
West Ridge            ,20113,212
West Ridge            ,20114,243
West Ridge            ,20121,196
West Ridge            ,20122,186
West Ridge            ,20123,261
West Ridge            ,20124,252
West Town             ,20051,324
West Town             ,20052,416
West Town             ,20053,394
West Town             ,20054,364
West Town             ,20061,342
West Town             ,20062,397
West Town             ,20063,389
West Town             ,20064,353
West Town             ,20071,289
West Town             ,20072,365
West Town             ,20073,239
West Town             ,20074,197
West Town             ,20081,327
West Town             ,20082,223
West Town             ,20083,156
West Town             ,20084,152
West Town             ,20091,261
West Town             ,20092,253
West Town             ,20093,172
West Town             ,20094,192
West Town             ,20101,140
West Town             ,20102,150
West Town             ,20103,233
West Town             ,20104,280
West Town             ,20111,145
West Town             ,20112,130
West Town             ,20113,195
West Town             ,20114,223
West Town             ,20121,181
West Town             ,20122,182
West Town             ,20123,242
West Town             ,20124,243
Woodlawn              ,20051,61
Woodlawn              ,20052,90
Woodlawn              ,20053,71
Woodlawn              ,20054,76
Woodlawn              ,20061,82
Woodlawn              ,20062,75
Woodlawn              ,20063,86
Woodlawn              ,20064,82
Woodlawn              ,20071,59
Woodlawn              ,20072,54
Woodlawn              ,20073,43
Woodlawn              ,20074,38
Woodlawn              ,20081,47
Woodlawn              ,20082,21
Woodlawn              ,20083,33
Woodlawn              ,20084,19
Woodlawn              ,20091,16
Woodlawn              ,20092,19
Woodlawn              ,20093,11
Woodlawn              ,20094,11
Woodlawn              ,20101,17
Woodlawn              ,20102,16
Woodlawn              ,20103,10
Woodlawn              ,20104,15
Woodlawn              ,20111,9
Woodlawn              ,20112,9
Woodlawn              ,20113,22
Woodlawn              ,20114,11
Woodlawn              ,20121,6
Woodlawn              ,20122,9
Woodlawn              ,20123,13
Woodlawn              ,20124,10
